Artikelnummer | NW-Katalogartikelnummer,(Kurz)Bezeichnung | BMEcat-Kurztext,EAN - EAN,Hersteller | Lieferant-Name 1,HTrstTllTr-ArtikTlNr. | WTrksnummTr LiTfTrant,Konditionsgruppe - (NW-KS),Ursprungsland - Ursprungsland,Zolltarifnummer - Zolltarifnummer,Preiseinheit - Preiseinheit Verkauf,Gebindemenge / BMEcat Verpackungsmenge,Katalogpreis / empf. VK - VK Brutto Preis ./. Rabatt,BMEcat Inhaltseinheit / Basismengeneinheit (BME),Versand-Kz. - KZ Versandkennzeichen NW,Preisdatum EK / Konditionsdatum,"Netto-Einkaufspreis (indiv., falls vorh.)",Kennzeichen Preis gepflegt
3222667333,unknown,"1,32216E+12",,R4637.33,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667362,unknown,"1,32216E+12",,R4637.1,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667361,unknown,"1,32216E+12",,R4637.2,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667362,unknown,"1,32216E+12",,R4637.3,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667363,unknown,"1,32216E+12",,R4637.4,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667366,unknown,"1,32216E+12",,R4637.5,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667365,unknown,"1,32216E+12",,R4637.6,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667366,unknown,"1,32216E+12",,R4637.7,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667367,unknown,"1,32216E+12",,R4637.8,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667363,unknown,"1,32216E+12",,R4637.3,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667363,unknown,"1,32216E+12",,R4637/16,ZK25,BR,69475454,1,1,682.00,PCE,P,18/08/2023,808.80,-1
3222667352,unknown,"1,32216E+12",,R4637/32,ZK25,BR,69475454,1,1,26.70,PCE,P,18/08/2023,88.01,-1
3222667351,unknown,"1,32216E+12",,R4638.33,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667352,unknown,"1,32216E+12",,R4638.335,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667353,unknown,"1,32216E+12",,R4638.1,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667356,unknown,"1,32216E+12",,R4638.2,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667355,unknown,"1,32216E+12",,R4638.3,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667356,unknown,"1,32216E+12",,R4638.4,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667357,unknown,"1,32216E+12",,R4638.5,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667353,unknown,"1,32216E+12",,R4638.6,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667353,unknown,"1,32216E+12",,R4638.7,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667362,unknown,"1,32216E+12",,R4638.8,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667361,unknown,"1,32216E+12",,R4638.3,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667362,unknown,"1,32216E+12",,R4633.33,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667363,unknown,"1,32216E+12",,R4633.1,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667366,unknown,"1,32216E+12",,R4633.2,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667365,unknown,"1,32216E+12",,R4633.3,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667366,unknown,"1,32216E+12",,R4633.4,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667367,unknown,"1,32216E+12",,R4633.5,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667363,unknown,"1,32216E+12",,R4633.6,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667363,unknown,"1,32216E+12",,R4633.7,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667372,unknown,"1,32216E+12",,R4633.8,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667371,unknown,"1,32216E+12",,R4633.3,ZK25,BR,69475454,1,1,686.00,PCE,P,18/08/2023,78.60,-1
3222667372,unknown,"1,32216E+12",,R4633/16,ZK25,BR,69475454,1,1,201.00,PCE,P,18/08/2023,888.00,-1
3222667373,unknown,"1,32216E+12",,R4633/32,ZK25,BR,69475454,1,1,666.00,PCE,P,18/08/2023,66.60,-1
3222667376,unknown,"1,32216E+12",,R4633/64,ZK25,BR,69475454,1,1,22.80,PCE,P,18/08/2023,86.18,-1
3222667375,unknown,"1,32216E+12",,R463N23,ZK25,BR,69475454,1,1,22.80,PCE,P,18/08/2023,86.18,-1
3222667376,unknown,"1,32216E+12",,R463N5,ZK25,BR,69475454,1,1,26.70,PCE,P,18/08/2023,88.01,-1
3222667377,unknown,"1,32216E+12",,R463N7,ZK25,BR,69475454,1,1,26.70,PCE,P,18/08/2023,88.01,-1
3222667373,unknown,"1,32216E+12",,R4671/2,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667373,unknown,"1,32216E+12",,R4671/4,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667332,unknown,"1,32216E+12",,R4671/8,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667331,unknown,"1,32216E+12",,R467133.33,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667332,unknown,"1,32216E+12",,R467133.335,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667333,unknown,"1,32216E+12",,R467133.1,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667336,unknown,"1,32216E+12",,R467133.2,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667335,unknown,"1,32216E+12",,R467133.3,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667336,unknown,"1,32216E+12",,R467133.4,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667337,unknown,"1,32216E+12",,R467133.5,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667333,unknown,"1,32216E+12",,R467133.6,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667333,unknown,"1,32216E+12",,R467133.8,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667332,unknown,"1,32216E+12",,R467133.3,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667331,unknown,"1,32216E+12",,R46711.33,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667332,unknown,"1,32216E+12",,R46711.2,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667333,unknown,"1,32216E+12",,R46711.3,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667336,unknown,"1,32216E+12",,R46711.4,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667335,unknown,"1,32216E+12",,R46711.5,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667336,unknown,"1,32216E+12",,R46711.6,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667337,unknown,"1,32216E+12",,R46711.8,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667333,unknown,"1,32216E+12",,R46711/32,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667333,unknown,"1,32216E+12",,R46711/64,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667622,unknown,"1,32216E+12",,R46712.33,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667621,unknown,"1,32216E+12",,R46712.335,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667622,unknown,"1,32216E+12",,R46712.1,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667623,unknown,"1,32216E+12",,R46712.2,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667626,unknown,"1,32216E+12",,R46712.5,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667625,unknown,"1,32216E+12",,R46712.7,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667626,unknown,"1,32216E+12",,R46712.8,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667627,unknown,"1,32216E+12",,R46713.33,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667623,unknown,"1,32216E+12",,R46713.3,ZK25,BR,69475454,1,1,621.00,PCE,P,18/08/2023,886.70,-1
3222667623,unknown,"1,32216E+12",,R46713.5,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667612,unknown,"1,32216E+12",,R46713.8,ZK25,BR,69475454,1,1,621.00,PCE,P,18/08/2023,886.70,-1
3222667611,unknown,"1,32216E+12",,R46713/32,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667612,unknown,"1,32216E+12",,R46713/64,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667613,unknown,"1,32216E+12",,R46714.33,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667616,unknown,"1,32216E+12",,R46714.25,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667615,unknown,"1,32216E+12",,R46714.5,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667616,unknown,"1,32216E+12",,R46714.8,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667617,unknown,"1,32216E+12",,R46715.33,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667613,unknown,"1,32216E+12",,R46715.1,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667613,unknown,"1,32216E+12",,R46715.3,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667622,unknown,"1,32216E+12",,R46715.5,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667621,unknown,"1,32216E+12",,R46715.8,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667622,unknown,"1,32216E+12",,R46715/32,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667623,unknown,"1,32216E+12",,R46715/64,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667626,unknown,"1,32216E+12",,R46716.33,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667625,unknown,"1,32216E+12",,R46717/32,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667626,unknown,"1,32216E+12",,R46717/64,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667627,unknown,"1,32216E+12",,R46713/32,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667623,unknown,"1,32216E+12",,R46713/64,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667623,unknown,"1,32216E+12",,R46721/64,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667632,unknown,"1,32216E+12",,R46723/64,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667631,unknown,"1,32216E+12",,R46725/64,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667632,unknown,"1,32216E+12",,R46727/64,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667633,unknown,"1,32216E+12",,R46723/64,ZK25,BR,69475454,1,1,667.00,PCE,P,18/08/2023,800.10,-1
3222667636,unknown,"1,32216E+12",,R4673.33,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667635,unknown,"1,32216E+12",,R4673.1,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667636,unknown,"1,32216E+12",,R4673.2,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667637,unknown,"1,32216E+12",,R4673.3,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667633,unknown,"1,32216E+12",,R4673.4,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667633,unknown,"1,32216E+12",,R4673.5,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667662,unknown,"1,32216E+12",,R4673.6,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667661,unknown,"1,32216E+12",,R4673.7,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667662,unknown,"1,32216E+12",,R4673.8,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667663,unknown,"1,32216E+12",,R4673.3,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667666,unknown,"1,32216E+12",,R4673/16,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667665,unknown,"1,32216E+12",,R4673/8,ZK25,BR,69475454,1,1,661.00,PCE,P,18/08/2023,68.00,-1
3222667666,unknown,"1,32216E+12",,R46731/64,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667667,unknown,"1,32216E+12",,R46733/64,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667663,unknown,"1,32216E+12",,R46735/64,ZK25,BR,69475454,1,1,867.00,PCE,P,18/08/2023,880.10,-1
3222667663,unknown,"1,32216E+12",,R46737/64,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667652,unknown,"1,32216E+12",,R46733/64,ZK25,BR,69475454,1,1,882.00,PCE,P,18/08/2023,878.70,-1
3222667651,unknown,"1,32216E+12",,R4674.33,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667652,unknown,"1,32216E+12",,R4674.335,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667653,unknown,"1,32216E+12",,R4674.1,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667656,unknown,"1,32216E+12",,R4674.2,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667655,unknown,"1,32216E+12",,R4674.3,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667656,unknown,"1,32216E+12",,R4674.4,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667657,unknown,"1,32216E+12",,R4674.5,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667653,unknown,"1,32216E+12",,R4674.6,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667653,unknown,"1,32216E+12",,R4674.7,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667662,unknown,"1,32216E+12",,R4674.8,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667661,unknown,"1,32216E+12",,R4674.3,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667662,unknown,"1,32216E+12",,R4675.33,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667663,unknown,"1,32216E+12",,R4675.335,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667666,unknown,"1,32216E+12",,R4675.1,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667665,unknown,"1,32216E+12",,R4675.2,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667666,unknown,"1,32216E+12",,R4675.3,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667667,unknown,"1,32216E+12",,R4675.4,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667663,unknown,"1,32216E+12",,R4675.5,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667663,unknown,"1,32216E+12",,R4675.6,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667672,unknown,"1,32216E+12",,R4675.7,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667671,unknown,"1,32216E+12",,R4675.8,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667672,unknown,"1,32216E+12",,R4675.3,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667673,unknown,"1,32216E+12",,R4675/16,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667676,unknown,"1,32216E+12",,R4675/32,ZK25,BR,69475454,1,1,86.00,PCE,P,18/08/2023,88.60,-1
3222667675,unknown,"1,32216E+12",,R4675/8,ZK25,BR,69475454,1,1,872.00,PCE,P,18/08/2023,867.70,-1
3222667676,unknown,"1,32216E+12",,R4676.33,ZK25,BR,69475454,1,1,88.70,PCE,P,18/08/2023,88.11,-1
3222667677,unknown,"1,32216E+12",,R4676.335,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667673,unknown,"1,32216E+12",,R4676.1,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667673,unknown,"1,32216E+12",,R4676.2,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667632,unknown,"1,32216E+12",,R4676.3,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667631,unknown,"1,32216E+12",,R4676.4,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667632,unknown,"1,32216E+12",,R4676.5,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667633,unknown,"1,32216E+12",,R4676.6,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667636,unknown,"1,32216E+12",,R4676.7,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667635,unknown,"1,32216E+12",,R4676.8,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667636,unknown,"1,32216E+12",,R4676.3,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667637,unknown,"1,32216E+12",,R4677.33,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
3222667633,unknown,"1,32216E+12",,R4677.1,ZK25,BR,69475454,1,1,608.00,PCE,P,18/08/2023,68.10,-1
