Artikelnummer | NW-Katalogartikelnummer;(Kurz)Bezeichnung | BMEcat-Kurztext;EAN - EAN;Hersteller | Lieferant-Name 1;HTrstTllTr-ArtikTlNr. | WTrksnummTr LiTfTrant;Konditionsgruppe - (NW-KS);Ursprungsland - Ursprungsland;Zolltarifnummer - Zolltarifnummer;Preiseinheit - Preiseinheit Verkauf;Gebindemenge / BMEcat Verpackungsmenge;Katalogpreis / empf. VK - VK Brutto Preis ./. Rabatt;BMEcat Inhaltseinheit / Basismengeneinheit (BME);Versand-Kz. - KZ Versandkennzeichen NW;Preisdatum EK / Konditionsdatum;Netto-Einkaufspreis (indiv., falls vorh.);Kennzeichen Preis gepflegt
3222533722;unknown;1,32216E+12;;Z333325.1;ZH11;BR;69475464;1;10;8,68;PCE;P;45110;8,8686;-1
3222533721;unknown;1,32216E+12;;Z333325.2;ZH11;BR;69475464;1;10;8,88;PCE;P;45110;1,0818;-1
3222533722;unknown;1,32216E+12;;Z333325.3;ZH11;BR;69475464;1;10;8,87;PCE;P;45110;1,0787;-1
3222533723;unknown;1,32216E+12;;Z333325.4;ZH11;BR;69475464;1;10;1,8;PCE;P;45110;1,887;-1
3222533726;unknown;1,32216E+12;;Z333325.5;ZH11;BR;69475464;1;10;1,81;PCE;P;45110;1,188;-1
3222533725;unknown;1,32216E+12;;Z333325.6;ZH11;BR;69475464;1;10;1,77;PCE;P;45110;1,7187;-1
3222533726;unknown;1,32216E+12;;Z333325.7;ZH11;BR;69475464;1;10;1,21;PCE;P;45110;1,788;-1
3222533727;unknown;1,32216E+12;;Z333325.8;ZH11;BR;69475464;1;10;1,28;PCE;P;45110;1,7878;-1
3222533723;unknown;1,32216E+12;;Z333325.3;ZH11;BR;69475464;1;10;1,26;PCE;P;45110;1,7811;-1
3222533723;unknown;1,32216E+12;;Z333326.33;ZH11;BR;69475464;1;10;1,26;PCE;P;45110;1,1801;-1
3222533712;unknown;1,32216E+12;;Z333326.1;ZH11;BR;69475464;1;10;6,8;PCE;P;45110;1,607;-1
3222533711;unknown;1,32216E+12;;Z333326.2;ZH11;BR;69475464;1;10;6,8;PCE;P;45110;1,607;-1
3222533712;unknown;1,32216E+12;;Z333326.3;ZH11;BR;69475464;1;10;6,81;PCE;P;45110;1,618;-1
3222533713;unknown;1,32216E+12;;Z333326.4;ZH11;BR;69475464;1;10;6,26;PCE;P;45110;1,6781;-1
3222533716;unknown;1,32216E+12;;Z333326.5;ZH11;BR;69475464;1;10;6,66;PCE;P;45110;1,7871;-1
3222533715;unknown;1,32216E+12;;Z333326.6;ZH11;BR;69475464;1;10;6,28;PCE;P;45110;1,8886;-1
3222533716;unknown;1,32216E+12;;Z333326.7;ZH11;BR;69475464;1;10;7,62;PCE;P;45110;8,0888;-1
3222533717;unknown;1,32216E+12;;Z333326.8;ZH11;BR;69475464;1;10;7,62;PCE;P;45110;8,0888;-1
3222533713;unknown;1,32216E+12;;Z333326.3;ZH11;BR;69475464;1;10;7,22;PCE;P;45110;8,8888;-1
3222533713;unknown;1,32216E+12;;Z333327.33;ZH11;BR;69475464;1;10;7,68;PCE;P;45110;8,1007;-1
3222533722;unknown;1,32216E+12;;Z333327.1;ZH11;BR;69475464;1;10;8,88;PCE;P;45110;8,7608;-1
3222533721;unknown;1,32216E+12;;Z333327.2;ZH11;BR;69475464;1;10;7,26;PCE;P;45110;8,8111;-1
3222533722;unknown;1,32216E+12;;Z333327.3;ZH11;BR;69475464;1;10;8,08;PCE;P;45110;8,8886;-1
3222533723;unknown;1,32216E+12;;Z333327.4;ZH11;BR;69475464;1;10;8,88;PCE;P;45110;8,7818;-1
3222533726;unknown;1,32216E+12;;Z333327.5;ZH11;BR;69475464;1;10;8,08;PCE;P;45110;8,8886;-1
3222533725;unknown;1,32216E+12;;Z333327.6;ZH11;BR;69475464;1;10;2,88;PCE;P;45110;8,8717;-1
3222533726;unknown;1,32216E+12;;Z333327.7;ZH11;BR;69475464;1;10;2,68;PCE;P;45110;8,8807;-1
3222533727;unknown;1,32216E+12;;Z333327.8;ZH11;BR;69475464;1;10;2,12;PCE;P;45110;7,0016;-1
3222533723;unknown;1,32216E+12;;Z333327.3;ZH11;BR;69475464;1;10;2,78;PCE;P;45110;7,0817;-1
3222533723;unknown;1,32216E+12;;Z333328.33;ZH11;BR;69475464;1;10;8,28;PCE;P;45110;8,7767;-1
3222533732;unknown;1,32216E+12;;Z333328.1;ZH11;BR;69475464;1;10;60,81;PCE;P;45110;7,808;-1
3222533731;unknown;1,32216E+12;;Z333328.2;ZH11;BR;69475464;1;10;2,78;PCE;P;45110;7,8076;-1
3222533732;unknown;1,32216E+12;;Z333328.3;ZH11;BR;69475464;1;10;2,22;PCE;P;45110;7,8888;-1
3222533733;unknown;1,32216E+12;;Z333328.4;ZH11;BR;69475464;1;10;60,1;PCE;P;45110;7,78;-1
3222533736;unknown;1,32216E+12;;Z333328.5;ZH11;BR;69475464;1;10;60,61;PCE;P;45110;7,168;-1
3222533735;unknown;1,32216E+12;;Z333328.6;ZH11;BR;69475464;1;10;68,01;PCE;P;45110;8,068;-1
3222533736;unknown;1,32216E+12;;Z333328.7;ZH11;BR;69475464;1;10;68,8;PCE;P;45110;8,108;-1
3222533737;unknown;1,32216E+12;;Z333328.8;ZH11;BR;69475464;1;10;66,21;PCE;P;45110;8,088;-1
3222533733;unknown;1,32216E+12;;Z333328.3;ZH11;BR;69475464;1;10;68,8;PCE;P;45110;8,876;-1
3222533733;unknown;1,32216E+12;;Z333323.33;ZH11;BR;69475464;1;10;66,8;PCE;P;45110;7,886;-1
3222533762;unknown;1,32216E+12;;Z333323.1;ZH11;BR;69475464;1;10;68,8;PCE;P;45110;8,876;-1
3222533761;unknown;1,32216E+12;;Z333323.2;ZH11;BR;69475464;1;10;62,6;PCE;P;45110;8,781;-1
3222533762;unknown;1,32216E+12;;Z333323.3;ZH11;BR;69475464;1;10;62,6;PCE;P;45110;8,801;-1
3222533763;unknown;1,32216E+12;;Z333323.4;ZH11;BR;69475464;1;10;62,7;PCE;P;45110;8,787;-1
3222533766;unknown;1,32216E+12;;Z333323.5;ZH11;BR;69475464;1;10;68,8;PCE;P;45110;8,876;-1
3222533765;unknown;1,32216E+12;;Z333323.6;ZH11;BR;69475464;1;10;68,01;PCE;P;45110;8,808;-1
3222533766;unknown;1,32216E+12;;Z333323.7;ZH11;BR;69475464;1;10;68,61;PCE;P;45110;6,888;-1
3222533767;unknown;1,32216E+12;;Z333323.8;ZH11;BR;69475464;1;10;68,8;PCE;P;45110;6,186;-1
3222533763;unknown;1,32216E+12;;Z333323.3;ZH11;BR;69475464;1;10;61,61;PCE;P;45110;6,868;-1
3222533763;unknown;1,32216E+12;;Z33221.33;ZH12;FR;69475464;1;10;2,2;PCE;P;45110;8,688;-1
3222533752;unknown;1,32216E+12;;Z33221.5;ZH12;FR;69475464;1;10;2,66;PCE;P;45110;8,8171;-1
3222533751;unknown;1,32216E+12;;Z3322133.33;ZH12;BR;69475464;1;10;61,7;PCE;P;45110;6,887;-1
3222533752;unknown;1,32216E+12;;Z3322133.2;ZH12;BR;69475464;1;5;82,21;PCE;P;45110;8,807;-1
3222533753;unknown;1,32216E+12;;Z3322133.5;ZH12;BR;69475464;1;5;82,1;PCE;P;45110;8,87;-1
3222533756;unknown;1,32216E+12;;Z332211.33;ZH12;BR;69475464;1;5;88,2;PCE;P;45110;8,688;-1
3222533755;unknown;1,32216E+12;;Z332211.5;ZH12;BR;69475464;1;5;88;PCE;P;45110;88,76;-1
3222533756;unknown;1,32216E+12;;Z332212.33;ZH12;BR;69475464;1;5;86,81;PCE;P;45110;88,177;-1
3222533757;unknown;1,32216E+12;;Z332212.5;ZH12;BR;69475464;1;5;28,21;PCE;P;45110;87,678;-1
3222533753;unknown;1,32216E+12;;Z332213.33;ZH12;BR;69475464;1;5;20,21;PCE;P;45110;81,888;-1
3222533753;unknown;1,32216E+12;;Z33222.33;ZH12;BR;69475464;1;10;8,78;PCE;P;45110;8,8717;-1
3222533762;unknown;1,32216E+12;;Z33222.5;ZH12;BR;69475464;1;10;8,27;PCE;P;45110;8,1777;-1
3222533761;unknown;1,32216E+12;;Z33223.33;ZH12;BR;69475464;1;10;8,26;PCE;P;45110;8,1111;-1
3222533762;unknown;1,32216E+12;;Z33223.1;ZH12;BR;69475464;1;10;8,68;PCE;P;45110;8,7807;-1
3222533763;unknown;1,32216E+12;;Z33223.2;ZH12;BR;69475464;1;10;8,68;PCE;P;45110;8,7807;-1
3222533766;unknown;1,32216E+12;;Z33223.3;ZH12;BR;69475464;1;10;8,82;PCE;P;45110;8,8886;-1
3222533765;unknown;1,32216E+12;;Z33223.4;ZH12;BR;69475464;1;10;8,21;PCE;P;45110;1,078;-1
3222533766;unknown;1,32216E+12;;Z33223.5;ZH12;BR;69475464;1;10;2,28;PCE;P;45110;8,8877;-1
3222533767;unknown;1,32216E+12;;Z33223.6;ZH12;BR;69475464;1;10;8,62;PCE;P;45110;8,8688;-1
3222533763;unknown;1,32216E+12;;Z33223.7;ZH12;BR;69475464;1;10;8,66;PCE;P;45110;8,8871;-1
3222533763;unknown;1,32216E+12;;Z33223.8;ZH12;BR;69475464;1;10;8,86;PCE;P;45110;1,0781;-1
3222533772;unknown;1,32216E+12;;Z33223.3;ZH12;BR;69475464;1;10;1,08;PCE;P;45110;1,8868;-1
3222533771;unknown;1,32216E+12;;Z33224.33;ZH12;BR;69475464;1;10;2,77;PCE;P;45110;8,8887;-1
3222533772;unknown;1,32216E+12;;Z33224.1;ZH12;BR;69475464;1;10;2,72;PCE;P;45110;8,8666;-1
3222533773;unknown;1,32216E+12;;Z33224.2;ZH12;BR;69475464;1;10;8,21;PCE;P;45110;8,817;-1
3222533776;unknown;1,32216E+12;;Z33224.3;ZH12;BR;69475464;1;10;1,82;PCE;P;45110;1,7788;-1
3222533775;unknown;1,32216E+12;;Z33224.4;ZH12;BR;69475464;1;10;1,26;PCE;P;45110;1,8081;-1
3222533776;unknown;1,32216E+12;;Z33224.5;ZH12;BR;69475464;1;10;8,8;PCE;P;45110;8,878;-1
3222533777;unknown;1,32216E+12;;Z33224.6;ZH12;BR;69475464;1;10;1,6;PCE;P;45110;1,881;-1
3222533773;unknown;1,32216E+12;;Z33224.7;ZH12;BR;69475464;1;10;1,26;PCE;P;45110;1,8081;-1
3222533773;unknown;1,32216E+12;;Z33224.8;ZH12;BR;69475464;1;10;1,26;PCE;P;45110;1,8081;-1
3222533732;unknown;1,32216E+12;;Z33224.3;ZH12;BR;69475464;1;10;8,62;PCE;P;45110;8,8688;-1
3222533731;unknown;1,32216E+12;;Z33225.33;ZH12;BR;69475464;1;10;8,18;PCE;P;45110;8,8887;-1
3222533732;unknown;1,32216E+12;;Z33225.1;ZH12;BR;69475464;1;10;7,67;PCE;P;45110;8,0887;-1
3222533733;unknown;1,32216E+12;;Z33225.2;ZH12;BR;69475464;1;10;6,28;PCE;P;45110;1,8886;-1
3222533736;unknown;1,32216E+12;;Z33225.3;ZH12;BR;69475464;1;10;7,67;PCE;P;45110;8,0887;-1
3222533735;unknown;1,32216E+12;;Z33225.4;ZH12;BR;69475464;1;10;7,61;PCE;P;45110;8,188;-1
3222533736;unknown;1,32216E+12;;Z33225.5;ZH12;BR;69475464;1;10;1,78;PCE;P;45110;1,7017;-1
3222533737;unknown;1,32216E+12;;Z33225.6;ZH12;BR;69475464;1;10;7,17;PCE;P;45110;8,8787;-1
3222533733;unknown;1,32216E+12;;Z33225.7;ZH12;BR;69475464;1;10;7,61;PCE;P;45110;8,188;-1
3222533733;unknown;1,32216E+12;;Z33225.8;ZH12;BR;69475464;1;10;7,26;PCE;P;45110;8,0881;-1
3222533732;unknown;1,32216E+12;;Z33225.3;ZH12;BR;69475464;1;10;2,22;PCE;P;45110;8,8886;-1
3222533731;unknown;1,32216E+12;;Z33226.33;ZH12;BR;69475464;1;10;1,6;PCE;P;45110;1,881;-1
3222533732;unknown;1,32216E+12;;Z33226.5;ZH12;BR;69475464;1;10;7,26;PCE;P;45110;8,0881;-1
3222533733;unknown;1,32216E+12;;Z33226.8;ZH12;BR;69475464;1;10;60,8;PCE;P;45110;7,868;-1
3222533736;unknown;1,32216E+12;;Z33227.33;ZH12;BR;69475464;1;10;7,81;PCE;P;45110;8,187;-1
3222533735;unknown;1,32216E+12;;Z33227.5;ZH12;BR;69475464;1;10;2,22;PCE;P;45110;8,8886;-1
3222533736;unknown;1,32216E+12;;Z33228.33;ZH12;BR;69475464;1;10;2,78;PCE;P;45110;7,0817;-1
3222533737;unknown;1,32216E+12;;Z33228.5;ZH12;BR;69475464;1;10;68,71;PCE;P;45110;8,888;-1
3222533733;unknown;1,32216E+12;;Z33223.33;ZH12;BR;69475464;1;10;68,11;PCE;P;45110;8,178;-1
3222533733;unknown;1,32216E+12;;Z33223.5;ZH12;BR;69475464;1;10;66,6;PCE;P;45110;6,871;-1
3222533322;unknown;1,32216E+12;;Z13333.7;ZH11;FR;69475464;1;10;2,82;PCE;P;45110;8,6086;-1
3222533321;unknown;1,32216E+12;;Z13333.8;ZH11;FR;69475464;1;10;2,82;PCE;P;45110;8,7706;-1
3222533322;unknown;1,32216E+12;;Z13333.3;ZH11;FR;69475464;1;10;2,17;PCE;P;45110;8,7887;-1
3222533323;unknown;1,32216E+12;;Z133331.33;ZH11;FR;69475464;1;10;8,88;PCE;P;45110;8,1086;-1
3222533326;unknown;1,32216E+12;;Z133331.1;ZH11;FR;69475464;1;10;2;PCE;P;45110;8,16;-1
3222533325;unknown;1,32216E+12;;Z133331.2;ZH11;FR;69475464;1;10;2;PCE;P;45110;8,16;-1
3222533326;unknown;1,32216E+12;;Z133331.3;ZH11;FR;69475464;1;10;8,88;PCE;P;45110;8,1086;-1
3222533327;unknown;1,32216E+12;;Z133331.4;ZH11;FR;69475464;1;10;8,78;PCE;P;45110;8,8808;-1
3222533323;unknown;1,32216E+12;;Z133331.5;ZH11;FR;69475464;1;10;8,18;PCE;P;45110;8,0887;-1
3222533323;unknown;1,32216E+12;;Z133331.6;ZH11;FR;69475464;1;10;8,88;PCE;P;45110;8,0867;-1
3222533312;unknown;1,32216E+12;;Z133331.7;ZH11;FR;69475464;1;10;8,68;PCE;P;45110;8,8007;-1
3222533311;unknown;1,32216E+12;;Z133331.8;ZH11;FR;69475464;1;10;8,16;PCE;P;45110;8,0781;-1
3222533312;unknown;1,32216E+12;;Z133331.3;ZH11;FR;69475464;1;10;8,18;PCE;P;45110;8,0887;-1
3222533313;unknown;1,32216E+12;;Z13333133.33;ZH11;BR;69475464;1;10;68,71;PCE;P;45110;8,888;-1
3222533316;unknown;1,32216E+12;;Z13333133.2;ZH11;BR;69475464;1;5;66,81;PCE;P;45110;6,818;-1
